date,Profit
9/22/2012,8
9/22/2012,14
9/24/2012,22
9/24/2012,0
9/24/2012,9
9/24/2012,9
9/25/2012,8
9/25/2012,-14
9/26/2012,-4
9/26/2012,-6
9/26/2012,-60
9/27/2012,-83
9/27/2012,57
9/27/2012,19
9/27/2012,5
9/27/2012,76
9/28/2012,-7
9/28/2012,29
9/28/2012,22
9/28/2012,20
9/28/2012,29
9/28/2012,-198
9/28/2012,-61
9/28/2012,-118
9/29/2012,14
9/29/2012,-414
9/29/2012,61
10/1/2012,8
10/1/2012,142
10/1/2012,1528
10/1/2012,14
10/2/2012,90
10/3/2012,2
10/4/2012,278
10/4/2012,776
10/4/2012,5
10/4/2012,40
10/5/2012,41
10/5/2012,-55
10/8/2012,6
10/9/2012,20
10/10/2012,21
10/10/2012,35
10/10/2012,32
10/11/2012,28
10/12/2012,76
10/13/2012,37
10/15/2012,63
10/15/2012,18
10/15/2012,-27
10/15/2012,84
10/16/2012,-191
10/17/2012,5
10/17/2012,82
10/17/2012,-631
10/17/2012,420
10/17/2012,14
10/17/2012,8
10/18/2012,-4
10/18/2012,110
10/18/2012,18
10/19/2012,0
10/19/2012,202
10/20/2012,17
10/22/2012,10
10/22/2012,16
10/22/2012,-10
10/23/2012,19
10/23/2012,12
10/24/2012,8
10/24/2012,6
10/24/2012,36
10/25/2012,179
10/26/2012,44
10/26/2012,113
10/27/2012,10
10/27/2012,10
10/27/2012,21
10/29/2012,72
10/30/2012,13
10/30/2012,57
10/30/2012,316
10/30/2012,143
10/30/2012,9
10/31/2012,136
10/31/2012,24
10/31/2012,347
10/31/2012,-240
11/1/2012,160
11/1/2012,13
11/1/2012,2
11/1/2012,5
11/1/2012,11
11/2/2012,337
11/2/2012,-94
11/2/2012,27
11/2/2012,303
11/2/2012,61
11/2/2012,20
11/3/2012,18
11/3/2012,-40
11/5/2012,-776
11/5/2012,-7
11/5/2012,2
11/5/2012,1
11/5/2012,34
11/5/2012,3
11/5/2012,2
11/5/2012,31
11/6/2012,5
11/6/2012,421
11/6/2012,16
11/6/2012,12
11/7/2012,155
11/7/2012,139
11/7/2012,36
11/8/2012,159
11/8/2012,0
11/8/2012,29
11/8/2012,87
11/8/2012,6
11/8/2012,0
11/8/2012,0
11/9/2012,-86
11/9/2012,9
11/9/2012,-6
11/10/2012,130
11/10/2012,2
11/10/2012,-72
11/10/2012,20
11/10/2012,110
11/10/2012,117
11/10/2012,136
11/10/2012,30
11/12/2012,18
11/12/2012,6
11/12/2012,-535
11/12/2012,0
11/12/2012,-9
11/13/2012,-18
11/13/2012,3
11/13/2012,-271
11/13/2012,-48
11/13/2012,-363
11/13/2012,11
11/13/2012,40
11/13/2012,-212
11/14/2012,14
11/14/2012,50
11/14/2012,1
11/14/2012,29
11/15/2012,221
11/15/2012,126
11/15/2012,-51
11/15/2012,0
11/16/2012,-64
11/16/2012,12
11/16/2012,27
11/17/2012,8
11/17/2012,11
11/17/2012,30
11/17/2012,65
11/19/2012,97
11/19/2012,133
11/19/2012,2
11/19/2012,88
11/20/2012,4
11/20/2012,3
11/20/2012,1
11/20/2012,2
11/20/2012,12
11/20/2012,7
11/20/2012,11
11/21/2012,7
11/21/2012,60
11/21/2012,57
11/21/2012,60
11/22/2012,100
11/22/2012,71
11/22/2012,4
11/22/2012,711
11/22/2012,10
11/23/2012,9
11/23/2012,-1
11/23/2012,-5
11/23/2012,0
11/23/2012,17
11/24/2012,25
11/24/2012,241
11/24/2012,42
11/25/2012,161
11/26/2012,42
11/26/2012,47
11/26/2012,4
11/26/2012,19
11/27/2012,93
11/27/2012,-14
11/27/2012,3
11/28/2012,116
11/28/2012,-31
11/29/2012,100
11/29/2012,12
11/29/2012,-6
11/29/2012,11
11/29/2012,16
11/29/2012,25
11/29/2012,1
11/30/2012,25
12/1/2012,49
12/1/2012,356
12/1/2012,0
12/3/2012,26
12/3/2012,383
12/3/2012,-19
12/3/2012,-10
12/3/2012,23
12/3/2012,22
12/3/2012,14
12/3/2012,4
12/4/2012,117
12/4/2012,20
12/4/2012,4
12/5/2012,-14
12/5/2012,30
12/6/2012,-1
12/6/2012,179
12/6/2012,21
12/6/2012,26
12/7/2012,59
12/7/2012,12
12/10/2012,1
12/10/2012,92
12/10/2012,39
12/10/2012,5
12/11/2012,-32
12/11/2012,846
12/12/2012,12
12/12/2012,5
12/12/2012,-5
12/12/2012,1
12/12/2012,22
12/12/2012,7
12/12/2012,8
12/13/2012,95
12/13/2012,6
12/14/2012,76
12/14/2012,989
12/14/2012,-91
12/14/2012,7
12/14/2012,-9
12/15/2012,468
12/15/2012,-490
12/15/2012,1
12/17/2012,70
12/17/2012,36
12/17/2012,-27
12/17/2012,-3
12/17/2012,-287
12/17/2012,-41
12/17/2012,28
12/17/2012,42
12/18/2012,180
12/18/2012,26
12/18/2012,15
12/18/2012,17
12/19/2012,7
12/19/2012,0
12/19/2012,-398
12/19/2012,-30
12/20/2012,-7
12/20/2012,-79
12/20/2012,-22
12/20/2012,450
12/21/2012,66
12/21/2012,7
12/21/2012,-7
12/22/2012,36
12/22/2012,-6
12/22/2012,178
12/24/2012,928
12/24/2012,-18
12/24/2012,10
12/25/2012,-119
12/25/2012,24
12/25/2012,40
12/26/2012,33
12/26/2012,25
12/26/2012,21
12/26/2012,11
12/26/2012,20
12/27/2012,-30
12/27/2012,34
12/27/2012,27
12/27/2012,-15
12/27/2012,110
12/27/2012,-204
12/27/2012,66
12/28/2012,-993
12/28/2012,-5
12/28/2012,22
12/28/2012,40
12/28/2012,-58
12/29/2012,-8
12/29/2012,-8
12/29/2012,-11
12/29/2012,-25
12/30/2012,-38
12/31/2012,-79
12/31/2012,-1673
12/31/2012,-120
12/31/2012,256
12/31/2012,107
1/1/2013,15
1/1/2013,18
1/1/2013,327
1/2/2013,-1
1/2/2013,67
1/2/2013,30
1/2/2013,6
1/2/2013,3
1/3/2013,0
1/3/2013,224
1/3/2013,21
1/3/2013,127
1/3/2013,4
1/3/2013,1
1/4/2013,9
1/4/2013,-60
1/4/2013,-68
1/4/2013,38
1/4/2013,18
1/4/2013,2
1/5/2013,27
1/7/2013,1
1/7/2013,28
1/7/2013,13
1/8/2013,475
1/8/2013,41
1/9/2013,7
1/11/2013,69
1/11/2013,3
1/12/2013,1
1/12/2013,14
1/14/2013,-31
1/14/2013,71
1/14/2013,91
1/15/2013,16
1/15/2013,14
1/16/2013,19
1/16/2013,16
1/16/2013,30
1/17/2013,-20
1/17/2013,23
1/17/2013,39
1/17/2013,46
1/17/2013,-263
1/18/2013,7
1/18/2013,-6
1/18/2013,6
1/18/2013,5
1/19/2013,27
1/19/2013,5
1/19/2013,3
1/21/2013,25
1/22/2013,32
1/23/2013,239
1/23/2013,59
1/24/2013,3
1/24/2013,186
1/25/2013,4
1/25/2013,60
1/26/2013,19
1/27/2013,49
1/28/2013,147
1/28/2013,55
1/28/2013,31
1/28/2013,14
1/29/2013,13
1/29/2013,212
1/29/2013,9
1/29/2013,-2
1/29/2013,-197
1/29/2013,-23
1/30/2013,-55
1/31/2013,61
1/31/2013,30
1/31/2013,1
2/1/2013,30
2/1/2013,10
2/1/2013,-31
2/2/2013,178
2/3/2013,47
2/4/2013,7
2/5/2013,23
2/5/2013,26
2/5/2013,2
2/5/2013,11
2/6/2013,11
2/6/2013,56
2/6/2013,5
2/7/2013,14
2/7/2013,-13
2/8/2013,-7
2/8/2013,-1783
2/8/2013,2
2/11/2013,7
2/11/2013,4
2/11/2013,194
2/11/2013,185
2/11/2013,-12
2/12/2013,8
2/12/2013,29
2/12/2013,126
2/12/2013,2
2/12/2013,10
2/13/2013,-428
2/13/2013,-17
2/13/2013,-8
2/13/2013,6
2/13/2013,9
2/14/2013,48
2/14/2013,31
2/14/2013,8
2/15/2013,11
2/15/2013,-2
2/16/2013,57
2/16/2013,-127
2/18/2013,68
2/18/2013,-125
2/18/2013,12
2/18/2013,84
2/19/2013,74
2/19/2013,-232
2/19/2013,-55
2/20/2013,-28
2/20/2013,73
2/21/2013,-19
2/22/2013,536
2/22/2013,9
2/22/2013,68
2/22/2013,40
2/23/2013,14
2/23/2013,120
2/23/2013,83
2/25/2013,25
2/25/2013,40
2/25/2013,-7
2/25/2013,844
2/25/2013,-27
2/26/2013,-90
2/26/2013,76
2/26/2013,10
2/27/2013,7
2/27/2013,66
2/27/2013,1
2/28/2013,2
2/28/2013,-122
2/28/2013,-2
3/1/2013,-4
3/1/2013,-25
3/1/2013,-31
3/1/2013,2
3/2/2013,356
3/3/2013,178
3/4/2013,15
3/4/2013,-104
3/5/2013,-13
3/6/2013,-1
3/7/2013,20
3/8/2013,15
3/8/2013,3
3/8/2013,34
3/8/2013,10
3/8/2013,4
3/11/2013,44
3/11/2013,14
3/11/2013,9
3/11/2013,4
3/11/2013,0
3/12/2013,5
3/12/2013,5
3/12/2013,10
3/13/2013,3
3/13/2013,18
3/13/2013,10
3/13/2013,4
3/13/2013,345
3/13/2013,10
3/14/2013,35
3/15/2013,28
3/15/2013,-10
3/15/2013,24
3/18/2013,149
3/19/2013,-49
3/19/2013,8
3/19/2013,88
3/20/2013,56
3/20/2013,-157
3/20/2013,17
3/21/2013,-7
3/21/2013,25
3/22/2013,84
3/22/2013,23
3/22/2013,3
3/23/2013,9
3/25/2013,17
3/25/2013,6
3/26/2013,337
3/26/2013,44
3/26/2013,8
3/28/2013,31
3/28/2013,42
3/28/2013,12
3/29/2013,27
3/29/2013,10
3/29/2013,1
3/30/2013,57
3/31/2013,-4
4/2/2013,203
4/2/2013,6
4/2/2013,41
4/2/2013,12
4/2/2013,73
4/2/2013,131
4/2/2013,28
4/3/2013,6
4/3/2013,135
4/4/2013,243
4/4/2013,15
4/4/2013,33
4/5/2013,38
4/5/2013,37
4/5/2013,8
4/6/2013,143
4/7/2013,-40
4/8/2013,6
4/8/2013,4
4/8/2013,9
4/8/2013,27
4/9/2013,12
4/9/2013,562
4/10/2013,0
4/11/2013,-19
4/11/2013,-1
4/11/2013,91
4/11/2013,11
4/13/2013,2
4/15/2013,77
4/15/2013,16
4/15/2013,10
4/15/2013,-82
4/15/2013,104
4/16/2013,15
4/16/2013,19
4/16/2013,7
4/18/2013,63
4/19/2013,14
4/20/2013,-16
4/20/2013,32
4/22/2013,5
4/23/2013,-17
4/24/2013,12
4/25/2013,30
4/25/2013,156
4/25/2013,2
4/26/2013,1
4/27/2013,74
4/29/2013,14
4/29/2013,24
4/29/2013,65
4/30/2013,-62
4/30/2013,0
4/30/2013,96
4/30/2013,4
5/1/2013,18
5/1/2013,61
5/1/2013,48
5/2/2013,33
5/2/2013,17
5/3/2013,742
5/3/2013,2461
5/3/2013,18
5/6/2013,1
5/6/2013,84
5/6/2013,-6
5/6/2013,-1925
5/7/2013,49
5/7/2013,14
5/8/2013,30
5/8/2013,6
5/9/2013,18
5/9/2013,57
5/10/2013,-1
5/11/2013,16
5/12/2013,98
5/12/2013,503
5/13/2013,3
5/13/2013,36
5/14/2013,51
5/14/2013,13
5/14/2013,13
5/15/2013,13
5/15/2013,3
5/15/2013,4
5/16/2013,20
5/16/2013,82
5/16/2013,1
5/16/2013,21
5/16/2013,42
5/17/2013,9
5/17/2013,107
5/17/2013,7
5/17/2013,8
5/18/2013,19
5/18/2013,44
5/18/2013,25
5/18/2013,7
5/21/2013,2
5/22/2013,75
5/22/2013,39
5/23/2013,4
5/24/2013,-119
5/24/2013,5
5/24/2013,46
5/25/2013,39
5/27/2013,49
5/27/2013,9
5/28/2013,74
5/28/2013,2
5/28/2013,-29
5/28/2013,-6
5/28/2013,-5
5/29/2013,-35
5/29/2013,-149
5/30/2013,20
5/30/2013,17
5/30/2013,11
5/30/2013,76
5/30/2013,16
5/30/2013,-341
5/31/2013,-140
5/31/2013,-11
6/1/2013,6
6/1/2013,-87
6/2/2013,309
6/2/2013,8
6/2/2013,-6
6/2/2013,16
6/3/2013,3
6/3/2013,44
6/3/2013,74
6/3/2013,6
6/3/2013,23
6/4/2013,25
6/4/2013,52
6/4/2013,54
6/4/2013,163
6/4/2013,7
6/4/2013,1
6/4/2013,17
6/4/2013,50
6/5/2013,176
6/5/2013,-5
6/5/2013,8
6/5/2013,-4
6/6/2013,-51
6/6/2013,-21
6/6/2013,43
6/7/2013,6
6/7/2013,-29
6/7/2013,9
6/7/2013,382
6/7/2013,11
6/7/2013,3
6/8/2013,-76
6/8/2013,26
6/8/2013,15
6/9/2013,51
6/10/2013,-218
6/10/2013,22
6/10/2013,-19
6/10/2013,47
6/10/2013,360
6/10/2013,36
6/10/2013,25
6/10/2013,180
6/11/2013,93
6/11/2013,117
6/11/2013,123
6/11/2013,7
6/12/2013,9
6/12/2013,760
6/12/2013,0
6/12/2013,0
6/12/2013,-12
6/13/2013,790
6/13/2013,59
6/13/2013,45
6/13/2013,47
6/13/2013,5
6/13/2013,8
6/13/2013,3
6/13/2013,3
6/13/2013,79
6/13/2013,857
6/14/2013,660
6/14/2013,11
6/14/2013,9
6/14/2013,-10
6/14/2013,356
6/15/2013,47
6/15/2013,57
6/17/2013,35
6/17/2013,207
6/17/2013,5
6/17/2013,8
6/17/2013,15
6/17/2013,7
6/18/2013,27
6/18/2013,65
6/18/2013,10
6/18/2013,6
6/18/2013,32
6/19/2013,-26
6/19/2013,-46
6/19/2013,213
6/20/2013,7
6/20/2013,-98
6/21/2013,15
6/21/2013,18
6/21/2013,-54
6/21/2013,31
6/21/2013,-11
6/22/2013,16
6/23/2013,4
6/23/2013,10
6/23/2013,4
6/24/2013,4
6/24/2013,41
6/24/2013,5
6/24/2013,4
6/25/2013,73
6/25/2013,923
6/25/2013,0
6/26/2013,4
6/26/2013,1
6/26/2013,54
6/26/2013,7
6/27/2013,81
6/27/2013,34
6/27/2013,7
6/27/2013,82
6/27/2013,45
6/27/2013,222
6/28/2013,-11
6/28/2013,72
6/28/2013,247
6/28/2013,123
6/29/2013,23
6/29/2013,-19
6/29/2013,20
7/1/2013,29
7/2/2013,47
7/2/2013,24
7/2/2013,29
7/3/2013,95
7/3/2013,109
7/3/2013,154
7/4/2013,58
7/4/2013,26
7/6/2013,3
7/6/2013,5
7/6/2013,-9
7/8/2013,-1
7/8/2013,44
7/8/2013,15
7/9/2013,-78
7/9/2013,46
7/10/2013,14
7/11/2013,11
7/11/2013,-125
7/11/2013,320
7/11/2013,181
7/11/2013,30
7/12/2013,25
7/12/2013,84
7/12/2013,62
7/13/2013,-30
7/14/2013,4
7/15/2013,125
7/15/2013,22
7/15/2013,44
7/15/2013,13
7/16/2013,8
7/17/2013,372
7/18/2013,6
7/18/2013,25
7/20/2013,7
7/22/2013,-3
7/22/2013,22
7/22/2013,3
7/22/2013,7
7/22/2013,73
7/23/2013,30
7/23/2013,7
7/23/2013,171
7/24/2013,67
7/24/2013,63
7/24/2013,759
7/25/2013,8
7/25/2013,3
7/25/2013,3
7/26/2013,9
7/26/2013,75
7/29/2013,99
7/29/2013,9
7/30/2013,-21
7/30/2013,7
7/30/2013,-1
7/31/2013,66
7/31/2013,235
7/31/2013,60
8/1/2013,138
8/1/2013,4
8/1/2013,4
8/1/2013,6
8/1/2013,8
8/2/2013,5
8/2/2013,-77
8/2/2013,-9
8/3/2013,-89
8/4/2013,76
8/5/2013,28
8/5/2013,1
8/5/2013,56
8/5/2013,4
8/5/2013,1
8/5/2013,162
8/5/2013,5
8/5/2013,-96
8/5/2013,305
8/6/2013,68
8/6/2013,-49
8/6/2013,90
8/6/2013,1
8/6/2013,7
8/6/2013,126
8/6/2013,-9
8/6/2013,-5
8/7/2013,-21
8/7/2013,135
8/7/2013,6
8/7/2013,5
8/7/2013,59
8/7/2013,44
8/7/2013,3
8/8/2013,2
8/8/2013,-5
8/8/2013,6
8/8/2013,17
8/8/2013,11
8/9/2013,62
8/9/2013,15
8/9/2013,18
8/9/2013,-46
8/9/2013,-1
8/10/2013,8
8/10/2013,3
8/10/2013,14
8/11/2013,-33
8/11/2013,27
8/11/2013,80
8/12/2013,44
8/12/2013,411
8/12/2013,30
8/12/2013,603
8/12/2013,1112
8/12/2013,14
8/12/2013,-275
8/12/2013,-57
8/12/2013,19
8/12/2013,83
8/13/2013,23
8/13/2013,6
8/13/2013,21
8/13/2013,37
8/13/2013,52
8/13/2013,5
8/13/2013,3
8/14/2013,12
8/14/2013,13
8/14/2013,73
8/14/2013,-61
8/14/2013,-12
8/14/2013,-33
8/14/2013,-28
8/14/2013,-5
8/15/2013,-28
8/15/2013,-107
8/15/2013,-5
8/16/2013,45
8/16/2013,-9
8/16/2013,7
8/16/2013,49
8/16/2013,7
8/16/2013,-5
8/16/2013,66
8/16/2013,91
8/16/2013,144
8/16/2013,64
8/17/2013,3
8/17/2013,-45
8/19/2013,100
8/19/2013,54
8/19/2013,25
8/19/2013,-154
8/20/2013,31
8/20/2013,36
8/20/2013,39
8/21/2013,5
8/21/2013,12
8/21/2013,9
8/21/2013,45
8/21/2013,3
8/21/2013,21
8/22/2013,32
8/22/2013,69
8/22/2013,1
8/22/2013,27
8/23/2013,29
8/23/2013,1990
8/23/2013,13
8/23/2013,193
8/23/2013,9
8/23/2013,-20
8/24/2013,-7
8/24/2013,10
8/24/2013,212
8/25/2013,534
8/25/2013,-8
8/25/2013,8
8/26/2013,12
8/27/2013,-51
8/27/2013,77
8/27/2013,186
8/27/2013,93
8/27/2013,116
8/27/2013,-141
8/27/2013,267
8/27/2013,15
8/28/2013,0
8/28/2013,26
8/28/2013,1
8/28/2013,22
8/28/2013,4
8/28/2013,3
8/28/2013,20
8/28/2013,-24
8/29/2013,583
8/29/2013,67
8/29/2013,10
8/29/2013,17
8/30/2013,94
8/30/2013,182
8/30/2013,21
8/30/2013,33
8/30/2013,22
8/31/2013,-3
8/31/2013,6
8/31/2013,2
9/2/2013,1
9/2/2013,-46
9/2/2013,109
9/2/2013,5
9/3/2013,12
9/3/2013,414
9/3/2013,12
9/3/2013,216
9/3/2013,21
9/4/2013,2
9/4/2013,-11
9/4/2013,-3
9/4/2013,51
9/4/2013,4
9/4/2013,34
9/5/2013,1
9/5/2013,23
9/5/2013,19
9/5/2013,1
9/5/2013,-62
9/5/2013,19
9/5/2013,12
9/5/2013,16
9/6/2013,14
9/6/2013,13
9/7/2013,53
9/7/2013,203
9/7/2013,33
9/9/2013,15
9/9/2013,6
9/9/2013,-30
9/9/2013,43
9/9/2013,-53
9/9/2013,140
9/9/2013,33
9/10/2013,50
9/10/2013,2
9/10/2013,85
9/10/2013,24
9/10/2013,14
9/11/2013,27
9/11/2013,125
9/11/2013,3
9/12/2013,-2
9/12/2013,12
9/12/2013,36
9/12/2013,20
9/12/2013,-61
9/12/2013,23
9/12/2013,65
9/13/2013,29
9/13/2013,14
9/14/2013,3
9/14/2013,72
9/14/2013,26
9/14/2013,16
9/15/2013,33
9/16/2013,500
9/16/2013,303
9/16/2013,71
9/16/2013,7
9/16/2013,27
9/16/2013,36
9/17/2013,406
9/17/2013,39
9/17/2013,29
9/17/2013,17
9/17/2013,-298
9/18/2013,42
9/18/2013,41
9/18/2013,5
9/19/2013,8
9/19/2013,39
9/19/2013,329
9/19/2013,95
9/20/2013,88
9/20/2013,4
9/20/2013,1
9/20/2013,142
9/20/2013,32
9/20/2013,47
9/20/2013,22
9/21/2013,2
9/21/2013,24
9/21/2013,68
9/21/2013,72
9/21/2013,3
9/21/2013,462
9/23/2013,516
9/23/2013,13
9/23/2013,26
9/23/2013,-26
9/24/2013,-29
9/24/2013,-1
9/24/2013,34
9/24/2013,87
9/24/2013,0
9/24/2013,2
9/25/2013,2
9/25/2013,26
9/25/2013,4
9/25/2013,21
9/25/2013,27
9/25/2013,19
9/25/2013,-3
9/25/2013,-1
9/25/2013,-127
9/26/2013,62
9/26/2013,10
9/26/2013,38
9/26/2013,118
9/26/2013,17
9/27/2013,253
9/27/2013,63
9/27/2013,35
9/27/2013,-13
9/27/2013,6
9/27/2013,961
9/27/2013,57
9/27/2013,50
9/27/2013,-17
9/28/2013,-48
9/28/2013,5
9/28/2013,-17
9/29/2013,11
9/30/2013,46
9/30/2013,-42
10/1/2013,-61
10/1/2013,27
10/3/2013,-599
10/3/2013,114
10/3/2013,-15
10/4/2013,-229
10/4/2013,0
10/4/2013,-2
10/5/2013,73
10/5/2013,20
10/5/2013,0
10/7/2013,5
10/8/2013,16
10/8/2013,36
10/8/2013,-8
10/9/2013,-7
10/9/2013,-10
10/10/2013,10
10/10/2013,-7
10/10/2013,13
10/11/2013,5
10/11/2013,29
10/11/2013,30
10/11/2013,29
10/11/2013,36
10/12/2013,41
10/12/2013,-5
10/12/2013,-17
10/14/2013,-30
10/14/2013,-38
10/14/2013,-30
10/15/2013,-78
10/15/2013,-52
10/16/2013,6
10/16/2013,11
10/16/2013,-128
10/17/2013,640
10/18/2013,66
10/18/2013,90
10/18/2013,631
10/18/2013,33
10/18/2013,10
10/21/2013,205
10/22/2013,139
10/23/2013,134
10/23/2013,28
10/23/2013,1
10/24/2013,8
10/24/2013,41
10/25/2013,4
10/25/2013,9
10/28/2013,5
10/28/2013,-17
10/29/2013,12
10/29/2013,27
10/29/2013,29
10/29/2013,187
10/30/2013,141
10/30/2013,273
10/31/2013,-140
10/31/2013,18
11/1/2013,16
11/1/2013,-25
11/1/2013,0
11/1/2013,4
11/1/2013,5
11/1/2013,-97
11/1/2013,-98
11/1/2013,35
11/2/2013,48
11/2/2013,58
11/2/2013,228
11/2/2013,30
11/4/2013,10
11/4/2013,10
11/4/2013,9
11/5/2013,291
11/5/2013,28
11/5/2013,25
11/5/2013,200
11/6/2013,558
11/6/2013,12
11/6/2013,72
11/6/2013,516
11/6/2013,19
11/6/2013,-111
11/6/2013,22
11/7/2013,70
11/7/2013,15
11/7/2013,14
11/8/2013,324
11/8/2013,8
11/8/2013,-14
11/9/2013,-64
11/9/2013,315
11/11/2013,30
11/11/2013,-75
11/11/2013,75
11/11/2013,45
11/11/2013,71
11/11/2013,8
11/11/2013,68
11/11/2013,120
11/12/2013,10
11/12/2013,10
11/12/2013,59
11/12/2013,54
11/12/2013,17
11/13/2013,4
11/13/2013,-2
11/13/2013,16
11/13/2013,-64
11/13/2013,63
11/13/2013,12
11/14/2013,99
11/14/2013,9
11/14/2013,3
11/15/2013,92
11/15/2013,1
11/15/2013,35
11/15/2013,279
11/16/2013,5
11/16/2013,124
11/16/2013,16
11/17/2013,92
11/17/2013,2
11/18/2013,6
11/18/2013,37
11/18/2013,0
11/18/2013,33
11/18/2013,4
11/19/2013,0
11/19/2013,22
11/19/2013,46
11/19/2013,4
11/19/2013,-18
11/19/2013,3
11/19/2013,35
11/19/2013,39
11/20/2013,365
11/20/2013,11
11/20/2013,18
11/21/2013,5
11/21/2013,23
11/21/2013,17
11/21/2013,-4
11/22/2013,-148
11/22/2013,45
11/22/2013,29
11/22/2013,18
11/22/2013,11
11/22/2013,197
11/22/2013,280
11/22/2013,-217
11/24/2013,-54
11/24/2013,76
11/25/2013,198
11/25/2013,5
11/25/2013,4
11/25/2013,44
11/25/2013,-33
11/25/2013,6
11/25/2013,129
11/25/2013,33
11/26/2013,-4
11/26/2013,-16
11/26/2013,261
11/27/2013,15
11/27/2013,-21
11/27/2013,30
11/28/2013,21
11/28/2013,15
11/28/2013,-28
11/28/2013,4
11/28/2013,0
11/28/2013,4
11/29/2013,7
11/29/2013,-64
11/30/2013,82
11/30/2013,84
11/30/2013,-41
11/30/2013,57
11/30/2013,6
12/2/2013,79
12/2/2013,0
12/3/2013,3
12/3/2013,67
12/3/2013,1
12/3/2013,0
12/3/2013,3
12/3/2013,0
12/3/2013,-496
12/3/2013,-10
12/4/2013,81
12/4/2013,0
12/4/2013,16
12/4/2013,-2
12/4/2013,46
12/4/2013,105
12/5/2013,48
12/5/2013,40
12/5/2013,206
12/5/2013,239
12/5/2013,165
12/6/2013,4
12/6/2013,133
12/7/2013,12
12/7/2013,10
12/7/2013,-4
12/7/2013,-1
12/9/2013,11
12/9/2013,522
12/9/2013,38
12/9/2013,99
12/9/2013,7
12/9/2013,142
12/9/2013,28
12/9/2013,365
12/10/2013,-83
12/10/2013,14
12/10/2013,12
12/10/2013,40
12/10/2013,16
12/11/2013,6
12/11/2013,36
12/11/2013,42
12/11/2013,-6
12/12/2013,-8
12/12/2013,-22
12/12/2013,18
12/12/2013,129
12/13/2013,-254
12/13/2013,-268
12/13/2013,-58
12/13/2013,-4
12/13/2013,0
12/13/2013,-364
12/13/2013,-20
12/14/2013,-155
12/14/2013,-133
12/16/2013,6
12/16/2013,73
12/16/2013,174
12/16/2013,15
12/16/2013,9
12/16/2013,21
12/16/2013,-64
12/17/2013,67
12/17/2013,34
12/17/2013,39
12/17/2013,9
12/17/2013,6
12/17/2013,-112
12/18/2013,-4
12/18/2013,-396
12/18/2013,31
12/19/2013,15
12/19/2013,4
12/19/2013,87
12/19/2013,27
12/19/2013,12
12/19/2013,6
12/19/2013,20
12/19/2013,-124
12/20/2013,13
